area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
minnesota’s northeastern forests,47.9033433,-91.8671034,2012,1,No identified sources,Performance of the Forest Vegetation Simulator in managed white spruce plantations influenced by eastern spruce budworm in northern Minnesota.pdf,
"kamloops area, southern british columbia, canada",50.6758269,-120.339415,1520,2,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"kamloops area, southern british columbia, canada",50.6758269,-120.339415,1540,2,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"kamloops area, southern british columbia, canada",50.6758269,-120.339415,1541,2,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"kamloops area, southern british columbia, canada",50.6758269,-120.339415,1542,2,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"kamloops area, southern british columbia, canada",50.6758269,-120.339415,1543,2,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"kamloops area, southern british columbia, canada",50.6758269,-120.339415,1544,2,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"kamloops area, southern british columbia, canada",50.6758269,-120.339415,1545,2,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"kamloops area, southern british columbia, canada",50.6758269,-120.339415,1546,2,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"kamloops area, southern british columbia, canada",50.6758269,-120.339415,1547,2,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"kamloops area, southern british columbia, canada",50.6758269,-120.339415,1548,2,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"kamloops area, southern british columbia, canada",50.6758269,-120.339415,1549,2,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"kamloops area, southern british columbia, canada",50.6758269,-120.339415,1550,2,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"kamloops area, southern british columbia, canada",50.6758269,-120.339415,1600,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"kamloops area, southern british columbia, canada",50.6758269,-120.339415,1780,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"south eastern vancouver island, southern british columbia, canada",48.4283182,-123.3649533,1909,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1810,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1850,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1851,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1852,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1853,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1854,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1855,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1856,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1857,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1858,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1859,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1860,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1870,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1871,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1872,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1873,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1874,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1875,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1876,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1877,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1878,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1879,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1880,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1890,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1891,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1892,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1893,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1894,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1895,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1896,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1897,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1898,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1899,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1900,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1930,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1931,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1932,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1933,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1934,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1935,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1936,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1937,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1938,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1939,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1940,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1970,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1971,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1972,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1973,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1974,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1975,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1976,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1977,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1978,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1979,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1980,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1980,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1981,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1982,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1983,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1984,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1985,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1986,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1987,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1988,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1989,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"southern british columbia, canada",50.6758269,-120.339415,1990,1,dendrochronological samples from tree cores,Periodicity of western spruce budworm in Southern British Columbia_ Canada.pdf,
"quebec, canada",48.1023356,-77.7875715,1992,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,1993,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,1994,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,1995,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,1996,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,1997,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,1998,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,1999,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2000,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2001,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2002,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2003,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2004,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2005,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2006,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2007,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2008,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2009,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2010,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2011,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2012,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2013,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2014,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2015,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"quebec, canada",48.1023356,-77.7875715,2016,1,pheromone traps,Pheromone-based monitoring of spruce budworm _Lepidoptera_ Tortricidae_ larvae in relation to trap position.pdf,
"acadia, nb",46.097995,-64.80011,1977,1,No identified sources,Polyandry across behavioral classes in female spruce budworm.pdf,
"amherst, ns",45.8286903,-64.2040548,1978,1,No identified sources,Polyandry across behavioral classes in female spruce budworm.pdf,
"chipman, nb",46.1778309,-65.8774732,1973,1,No identified sources,Polyandry across behavioral classes in female spruce budworm.pdf,
"heath steel, nb",47.2929608,-66.0669835,1977,1,No identified sources,Polyandry across behavioral classes in female spruce budworm.pdf,
"st-quentin, nb",47.5129555,-67.3906756,1978,1,No identified sources,Polyandry across behavioral classes in female spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,2014,1,pheromone traps | aerial defoliation survey | survey from insect laboratory,Positive results of an early intervention strategy to suppress a spruce budworm outbreak after five years of trials.pdf,
"new brunswick, canada",47.032695,-65.494995,2015,1,pheromone traps | aerial defoliation survey | survey from insect laboratory,Positive results of an early intervention strategy to suppress a spruce budworm outbreak after five years of trials.pdf,
"new brunswick, canada",47.032695,-65.494995,2016,1,pheromone traps | aerial defoliation survey | survey from insect laboratory,Positive results of an early intervention strategy to suppress a spruce budworm outbreak after five years of trials.pdf,
"new brunswick, canada",47.032695,-65.494995,2017,1,pheromone traps | aerial defoliation survey | survey from insect laboratory,Positive results of an early intervention strategy to suppress a spruce budworm outbreak after five years of trials.pdf,
"new brunswick, canada",47.032695,-65.494995,2018,1,pheromone traps | aerial defoliation survey | survey from insect laboratory,Positive results of an early intervention strategy to suppress a spruce budworm outbreak after five years of trials.pdf,
northern new brunswick and adjacent québec,47.364409,-68.328094,2017,1,pheromone traps | aerial defoliation survey | survey from insect laboratory,Positive results of an early intervention strategy to suppress a spruce budworm outbreak after five years of trials.pdf,
"ely, minnesota",47.9033433,-91.8671034,1957,1,No identified sources,Predicting emergence of second-instar spruce budworm larvae from hibernation under field conditions in Minnesota.pdf,
"ely, minnesota",47.9033433,-91.8671034,1958,1,No identified sources,Predicting emergence of second-instar spruce budworm larvae from hibernation under field conditions in Minnesota.pdf,
"ely, minnesota",47.9033433,-91.8671034,1959,1,No identified sources,Predicting emergence of second-instar spruce budworm larvae from hibernation under field conditions in Minnesota.pdf,
"ely, minnesota",47.9033433,-91.8671034,1960,1,No identified sources,Predicting emergence of second-instar spruce budworm larvae from hibernation under field conditions in Minnesota.pdf,
"quebec, eastern canada",48.1023356,-77.7875715,2006,1,No identified sources,Predicting insect distributions under climate change from physiological responses_ spruce budworm as an example.pdf,
"quebec, eastern canada",48.1023356,-77.7875715,2007,1,No identified sources,Predicting insect distributions under climate change from physiological responses_ spruce budworm as an example.pdf,
"quebec, eastern canada",48.1023356,-77.7875715,2008,1,No identified sources,Predicting insect distributions under climate change from physiological responses_ spruce budworm as an example.pdf,
"quebec, eastern canada",48.1023356,-77.7875715,2009,1,No identified sources,Predicting insect distributions under climate change from physiological responses_ spruce budworm as an example.pdf,
"quebec, eastern canada",48.1023356,-77.7875715,2010,1,No identified sources,Predicting insect distributions under climate change from physiological responses_ spruce budworm as an example.pdf,
site 3,56.7291997,-111.3885221,1986,1,No identified sources,Predicting insect distributions under climate change from physiological responses_ spruce budworm as an example.pdf,
site 4,56.7291997,-111.3885221,1986,1,No identified sources,Predicting insect distributions under climate change from physiological responses_ spruce budworm as an example.pdf,
eastern canada,46.8137431,-71.2084061,1969,1,No identified sources,Predicting tree mortality induced by spruce budworm_ a discussion.pdf,
eastern canada,46.8137431,-71.2084061,1971,1,No identified sources,Predicting tree mortality induced by spruce budworm_ a discussion.pdf,
eastern canada,46.8137431,-71.2084061,1975,1,No identified sources,Predicting tree mortality induced by spruce budworm_ a discussion.pdf,
quebec,48.1023356,-77.7875715,1973,1,No identified sources,Predicting tree mortality induced by spruce budworm_ a discussion.pdf,
"new brunswick, canada",47.032695,-65.494995,1983,1,No identified sources,Prevalence_ transmission and mortality associated with Nosema fumiferanae infections in field populations of spruce budworm Choristoneura fumiferana.pdf,
"new brunswick, canada",47.032695,-65.494995,1984,1,No identified sources,Prevalence_ transmission and mortality associated with Nosema fumiferanae infections in field populations of spruce budworm Choristoneura fumiferana.pdf,
"new brunswick, canada",47.032695,-65.494995,1985,1,No identified sources,Prevalence_ transmission and mortality associated with Nosema fumiferanae infections in field populations of spruce budworm Choristoneura fumiferana.pdf,
"new brunswick, canada",47.032695,-65.494995,1986,1,No identified sources,Prevalence_ transmission and mortality associated with Nosema fumiferanae infections in field populations of spruce budworm Choristoneura fumiferana.pdf,
"new brunswick, canada",47.032695,-65.494995,1987,1,No identified sources,Prevalence_ transmission and mortality associated with Nosema fumiferanae infections in field populations of spruce budworm Choristoneura fumiferana.pdf,
"new brunswick, canada",47.032695,-65.494995,1988,1,No identified sources,Prevalence_ transmission and mortality associated with Nosema fumiferanae infections in field populations of spruce budworm Choristoneura fumiferana.pdf,
"new brunswick, canada",47.032695,-65.494995,1989,1,No identified sources,Prevalence_ transmission and mortality associated with Nosema fumiferanae infections in field populations of spruce budworm Choristoneura fumiferana.pdf,
"new brunswick, canada",47.032695,-65.494995,1990,1,No identified sources,Prevalence_ transmission and mortality associated with Nosema fumiferanae infections in field populations of spruce budworm Choristoneura fumiferana.pdf,
"new brunswick, canada",47.032695,-65.494995,1991,1,No identified sources,Prevalence_ transmission and mortality associated with Nosema fumiferanae infections in field populations of spruce budworm Choristoneura fumiferana.pdf,
"new brunswick, canada",47.032695,-65.494995,1992,1,No identified sources,Prevalence_ transmission and mortality associated with Nosema fumiferanae infections in field populations of spruce budworm Choristoneura fumiferana.pdf,
eastern canada,46.8137431,-71.2084061,1970,1,No identified sources,Protection strategy against spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,1971,1,No identified sources,Protection strategy against spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,1972,1,No identified sources,Protection strategy against spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,1973,1,No identified sources,Protection strategy against spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,1974,1,No identified sources,Protection strategy against spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,1975,1,No identified sources,Protection strategy against spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,1976,1,No identified sources,Protection strategy against spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,1977,1,No identified sources,Protection strategy against spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,1978,1,No identified sources,Protection strategy against spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,1979,1,No identified sources,Protection strategy against spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,1980,1,No identified sources,Protection strategy against spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,1970,1,No identified sources,Protection strategy against spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,1971,1,No identified sources,Protection strategy against spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,1972,1,No identified sources,Protection strategy against spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,1973,1,No identified sources,Protection strategy against spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,1974,1,No identified sources,Protection strategy against spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,1975,1,No identified sources,Protection strategy against spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,1976,1,No identified sources,Protection strategy against spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,1977,1,No identified sources,Protection strategy against spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,1978,1,No identified sources,Protection strategy against spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,1979,1,No identified sources,Protection strategy against spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,1980,1,No identified sources,Protection strategy against spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,1981,1,No identified sources,Protection strategy against spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,1982,1,No identified sources,Protection strategy against spruce budworm.pdf,
"new brunswick, canada",47.032695,-65.494995,1983,1,No identified sources,Protection strategy against spruce budworm.pdf,
"nova scotia, canada",44.648618,-63.5859487,1970,1,No identified sources,Protection strategy against spruce budworm.pdf,
"nova scotia, canada",44.648618,-63.5859487,1971,1,No identified sources,Protection strategy against spruce budworm.pdf,
"nova scotia, canada",44.648618,-63.5859487,1972,1,No identified sources,Protection strategy against spruce budworm.pdf,
"nova scotia, canada",44.648618,-63.5859487,1973,1,No identified sources,Protection strategy against spruce budworm.pdf,
"nova scotia, canada",44.648618,-63.5859487,1974,1,No identified sources,Protection strategy against spruce budworm.pdf,
"nova scotia, canada",44.648618,-63.5859487,1975,1,No identified sources,Protection strategy against spruce budworm.pdf,
"nova scotia, canada",44.648618,-63.5859487,1976,1,No identified sources,Protection strategy against spruce budworm.pdf,
"nova scotia, canada",44.648618,-63.5859487,1977,1,No identified sources,Protection strategy against spruce budworm.pdf,
"nova scotia, canada",44.648618,-63.5859487,1978,1,No identified sources,Protection strategy against spruce budworm.pdf,
"nova scotia, canada",44.648618,-63.5859487,1979,1,No identified sources,Protection strategy against spruce budworm.pdf,
"nova scotia, canada",44.648618,-63.5859487,1980,1,No identified sources,Protection strategy against spruce budworm.pdf,
"gaspé peninsula, quebec, canada",48.6146774,-66.066572550089,2014,1,aerial defoliation survey,Quantification of forest canopy changes caused by spruce budworm defoliation using digital hemispherical imagery.pdf,
"gaspé peninsula, quebec, canada",48.6146774,-66.066572550089,2015,1,aerial defoliation survey,Quantification of forest canopy changes caused by spruce budworm defoliation using digital hemispherical imagery.pdf,
"gaspé peninsula, quebec, canada",48.6146774,-66.066572550089,2016,1,aerial defoliation survey,Quantification of forest canopy changes caused by spruce budworm defoliation using digital hemispherical imagery.pdf,
new brunswick,47.032695,-65.494995,1970,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1971,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1972,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1973,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1974,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1975,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1976,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1977,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1978,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
