area,latitude,longitude,year,outbreak,file_name,study
southern quebec,45.5031824,-73.5698065,1887,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1888,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1889,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1890,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1891,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1892,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1893,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1894,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1895,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1896,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1897,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1898,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1899,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1900,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1901,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1902,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1903,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1807,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1808,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1809,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1810,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1811,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1812,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1813,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1814,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1815,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1816,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1817,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1754,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1755,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1756,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1757,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1758,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1759,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1760,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1761,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1762,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1763,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1764,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1765,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1706,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1707,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1708,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1709,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1710,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1711,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1712,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1713,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1714,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1715,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1716,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1717,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1664,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1665,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1666,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1667,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1668,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1669,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1670,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1630,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1631,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1632,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1633,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1634,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1635,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1636,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1637,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1638,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1647,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1648,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1649,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1650,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1651,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1652,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1653,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1654,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1655,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1656,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1657,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1658,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1659,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1606,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1607,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1608,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1609,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1610,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1611,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1612,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1613,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1614,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1615,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1616,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1617,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1564,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1565,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1566,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1567,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1568,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1569,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1570,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1571,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1572,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1573,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1574,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1575,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1576,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1577,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
southern quebec,45.5031824,-73.5698065,1578,yes,outbreak_data_Boulanger et al. 2012 SBW outbreaks 400 yrs.csv,2
northern interior maine,47.262088,-68.57864907611548,1709,yes,outbreak_data_Fraver et al. 2006 time series SBW Maine.csv,3
northern interior maine,47.262088,-68.57864907611548,1762,yes,outbreak_data_Fraver et al. 2006 time series SBW Maine.csv,3
northern interior maine,47.262088,-68.57864907611548,1808,yes,outbreak_data_Fraver et al. 2006 time series SBW Maine.csv,3
northern interior maine,47.262088,-68.57864907611548,1914,yes,outbreak_data_Fraver et al. 2006 time series SBW Maine.csv,3
northern interior maine,47.262088,-68.57864907611548,1976,yes,outbreak_data_Fraver et al. 2006 time series SBW Maine.csv,3
maine,43.6610277,-70.2548596,1976,yes,outbreak_data_Fraver et al. 2006 time series SBW Maine.csv,3
eastern canada,44.648618,-63.5859487,1976,yes,outbreak_data_Fraver et al. 2006 time series SBW Maine.csv,3
quebec,45.5031824,-73.5698065,1914,yes,outbreak_data_Fraver et al. 2006 time series SBW Maine.csv,3
quebec,45.5031824,-73.5698065,1748,yes,outbreak_data_Fraver et al. 2006 time series SBW Maine.csv,3
maine,43.6610277,-70.2548596,1762,yes,outbreak_data_Fraver et al. 2006 time series SBW Maine.csv,3
quebec,45.5031824,-73.5698065,1753,yes,outbreak_data_Fraver et al. 2006 time series SBW Maine.csv,3
new brunswick canada,45.94845575,-66.6530224218406,1952,yes,outbreak_data_Bouchard et al. 2018 -1.csv,1
ottawa river valley,45.8260909,-77.113541,1910,yes,outbreak_data_Blais 1981.csv,7
ottawa river valley,45.8260909,-77.113541,1940,yes,outbreak_data_Blais 1981.csv,7
ottawa river valley,45.8260909,-77.113541,1967,yes,outbreak_data_Blais 1981.csv,7
central ontario-maritimes,45.4208777,-75.6901106,1940,yes,outbreak_data_Blais 1981.csv,7
central ontario-maritimes,45.4208777,-75.6901106,1967,yes,outbreak_data_Blais 1981.csv,7
laurentian park region of quebec,46.11588,-74.5891426,1808,no,outbreak_data_Blais 1981.csv,7
algoma region of ontario,47.9929283,-84.7740199,1832,no,outbreak_data_Blais 1981.csv,7
ottawa river valley,45.8260909,-77.113541,1783,yes,outbreak_data_Blais 1981.csv,7
northwestern ontario,49.809661,-88.4811791,1952,yes,outbreak_data_Blais 1954.csv,6
